id,CO_CHAVE_ACESSO,DT_STATUS,SITUACAO_NF_CO_SITUACAO,TP_ORIGEM_ATUALIZACAO,CO_CHAVE_ACESSO_CANCELAMENTO
205,1LV6XCWGTRAAMH8QZO9S5P5YHONZHDGXMB2J4H8MRDQ2PV2UE7BA882I1EMX8,2020-02-03,M1RO,2,XY1OHZ0YQ662QXVF7661BBGV3MC2LPU8FBMDDUCP17RFG6OXE6MV6G2OK2UW2
206,UVOSSF69JE4EZYX2H0FXAMTZMT8J4VL8L7CHASUXM1843KC3V4V92759B2Z09,2011-05-31,TZDXZXKX,2,EOMTJ9J3R3VBYZXZKC6QDD45TY5LEYJ7M45V76XSRJLR9D4B7O6K3G2ULSM5Q
207,I3AUBV3ITWQXOC1SQ956LW8YUNY3RJGVOGY01RETST5U30GXS1EM0RACUIVFW,2011-05-30,JJIV,3,AHZ3P9BFC56G0ETP08PL07LW7PQ9HO7HDBXZNWLBG4MQJYWN3VXFPJN791OBZ
208,W1P465CT7FKDFCM6SKPQ04YEW058D9DFSV55DA3YTS0O44MO8CGXE1D154U6Q,2017-08-14,WKDCS,1,VMPQAEDWQZ30S3Z6LP95Y4J30KJYDUTYG1QV4KMZE23YFODR1CN69LKGSXDB2
209,WJUH2L0ACXD6H8MXTWELVGZSH3W5TU3LTFC5W3TVP363DNK0NRNLKOJSQENS1,1991-01-18,KI,1,5AAE7J9I7EELGQBV89RMD2Q3USN86XGWPU3Y4O05JPYE4Z3SU2USF18ABH0W5
210,K843G5MJHDVSB4HZELP2ZFJB5BE1Z15GXQO7RRT74F7GSGP7Z102ULIJKPKXM,2011-08-09,LL,2,DZY4QI0YJN7T0CGCS5KTBQ4O738ZER7NP0H286HMMAHPJ8KRR6NR330CB9YUT
211,JPQAHDZTDEKRHXHK53CZ578JVRZHRA8MHKZJ92RS1CXNMXOPYBBXCRVIH4O26,2015-06-14,9,1,14SQQVC51ZOPBVMQEDM16XEGHECX2F717VVPKPZ5WVEZ5A5BOOK889RVZO73L
212,TFSP6VTZBYVGKIMY8ZLMQVYRWYXRM6XOKXD11282OCWXCH8ETYWYGPNFP84K1,2011-06-28,AXD1TSZX,1,9QQAHMJ3SWX9SYEREM0XJXOF5CL6E9EJBX31SYTRRY007NPV53K7WC7JRUCG1
213,KK938RWGUCUV9U18B0QI8T3EMLOZEJDDSVUHVORJSUP9SFP70IJX13VC7OHDN,1994-10-20,9P7QTOS,2,GHUUST76RNQUD41CK4CFX3F1S9Z11XI2VD6RR119QV0ZN211SYXRJI69DUDMP
214,TGR6V962YRWECO9WL1EL44SOPLLQS2P2ZMPH1KKMVZKLY9VMRRMCJWSZ9UCU7,2013-12-19,WY9M2PTM,3,91UBGH0O39MHPHOEB7APOIEBCI846CNINKPOWWX4P506EZNZ7FZDG1SIJM08N
215,VCKW54H650SC84MT7NCQO4AB3FTBLZ0WTC0LVKS2M0KFTY6KXCLWJFTVFT7BF,1990-06-29,8,3,CJS1QYVCBHWRZAON1X9NKO41I7GM3TGXNQ2WX44AAZ1KQ3Q12MMSRAIXUNLBJ
216,XCRYFYN5KASN4ARRJYUHO3GDFT003YSVSDKA7N3GOJ7WYP1EY3CVABAQ471DZ,1994-09-24,2LVN,2,EDIWYDR3NQGCJ0014O4A7WZN809TKYHT1I67PTLKJPP8OPMJ347AEGJLXCRNT
217,2S65GAIDFJ1UVTCJFKUMANAA1I38RNPT28IG52XNVJEFWNLFGOOHE8K31JYFM,1997-07-17,Y,2,EN2HH1HRT8MHP1XWZYH0K4EDB2YGCKKWJ3YBVF1V28FNK9S78ZYGHT83KNQRD
218,SESVG6OI22UEG6OTBQRX6WWRZG8H6A2O4LP8T2ZEKCDQ2W44V9PSTW1X1H3AT,2010-11-21,B64KVT6,2,EU5OWWBV1AFKLFIZK7O58FPBRIXBE3AHDB3AQOFZTXW9NOBYOWB74AW6MA59Y
219,ZCREGHMOD9F0B2QGSU1Z423SFZDPN3E25A1A3OG3X0S2Z71SJYMXXC0D7KNCL,1990-09-07,6DL,1,WYBIYOUG7Z5MSNWC20YFKXCUUFULHJ7TN9DTS1R7HC35E9EH09TNIDXC7QDDW
220,L6H7RY67R0WZQQDFLBR82X83U4FXUTUFSSUXV4HJH6KTEN9P5V8FZKK2Q6ZS4,2014-08-08,R602GSPPW,1,DTZ981NEC8OWEIXBMA6PUGSHGTSQ1IMGAGMN0OLL5BCRNVVFLE3TTEB3VRCXO
221,J8XVB1NWYA192Q8E4ROIZHJHYGCALHPSKBBWKD5BBOW5JIAWKLXW9NNFM4JF7,1991-04-15,HHEE9Y6V,2,6DGFKQJ0MUGFQ9NLY1AD3ICK8XJCMUPFFDHNOPJDCCG2DPHES9HFNHY9HFJI9
222,MR3RKRZOGIEMDZ1GBP1N4MBMYMEEYVEPDIH7JW5BF3K89CWXN8CVMH959MYDD,2002-04-20,O3HX03,1,534JBCBP4ZJP34WMTBG6IHRO067EHISE4TL63IJPWJYAQ9V76J1T02HKT965H
223,CFKIJEMLYBN1O9VEX1QDNUX7JK5ZX7RJTKTKC406FM120WENRP14N5GWXCHP4,2007-06-19,9P,2,OTR1XQI9B2G2T30WERA2FNTTREWMMLKBAGQ7E9B9Q59P7AO5ZSYU0ZNTWAEQH
224,SI8SJD4RD14U06DFCZLY5WNTRYSUGA4HZ5PAZ92H3OVAFZPK4NX1FIHYXUHW2,1990-07-01,RY3ZBKT54I,1,NH1WNXIFS6RCAVPCRTGGN34MUXIT44ATE9W6FE2VH1UPN7G3V9YK5W9H45ZUM
225,09BBDTXGWF6T3VKVLBJWO06JK0RLN71ANA59MEWFJAZBS36V5KQF1LOIIJXFY,2012-02-13,6UC,2,8E0KZLR3V5KCHC732OL3H5EQ64LK14SZ8ZM1Y839MR8OVJRWIG6YYSG9SH9XM
226,67O3N0WV36FD7W8B0WEAXWCKYLE79GYKF6JWK2NT0ZMQU22XVNGCD9CE5EMQ3,2002-04-30,97I7RJZA,1,FPWVEWCJD8SX8SL8W83HQB1M8JN67D69VCV0H7OMGRL3RR3QI2OLJMEU4K6P8
227,UZS4AW9NPHHDPCDIR03KDH85806MU0F3MO60RI0LV0GEDQE0HKPCSB9DY9JFM,2012-10-17,H1,3,BHQDZ98XB18VQ8TZBTJ51WF7DMSESOQ2DCEHZI3U1O4QC5D4B8HGZ91MM1VI3
228,KQAAP6V9T41NOOUILNATZVQJ58VGF1V8QPGNQN0WV37ICVXC6O215PE7U7U4K,2004-04-15,QWEXMJ,1,MIBSKPLYZDNWADXIHOAGL4PLWTK6EQ3FS60AGE6OUIRQUR8ALAYLJP4FHLXYG
229,MKMV1J01TK81U2O0MRINLNW1G6XWOTLRTU603AUS6R8OX8OY1KK4O3AVWMJMX,2005-06-21,0JPP9QU,2,WJWJHZ5BOM7I89MXDSKARFZFNEBBFDRCDAUSQ2ICBIE0WFJRDW1TMER9TDIIY
230,1DT8AIPVR44NO3RM2YM2HVFGKOU782F0RSJ5L0SQ741QQ7PQUS2F7LTW5SV0I,2000-05-20,CLG7K8FT,2,OHL63T42HMGDNYURMZB0RGAGH0J0TATAF5C1TDOUI6XC9WBEBJ8SD0O2D5TQW
231,7I5FR6H6CDHKQXPC85E189CIB2X1PJCJCEFP0D4LVODZDQDW1AYFCMNXKBZHH,1993-08-01,KADZ46EN,2,S3JWC0L5CM48NCB6AWBU4126DPRANP3C9URPF1EI7PXMPYJK8I3NJWB8MNX6S
232,T8M9BEI4QCVLCSOK1ZDQRAEUE2YEXN8IQI5LQLPKWE6ANTLVRIXX1VEC7AHG6,1990-06-23,61NTWKVPE,1,LZABXV9FOPXPARAD20T7A1CMBEELGS50NS4L27ROUI4C9OMPF029WPEZI4NOK
233,7MDL49KYN0IV8L1OOF9EE46P1KT126B4IMRJ0J46CL3LJHF23EF76STUVR04T,2008-01-08,M1ZP0Z,3,3O8QPI3R4EST9I069FLJRN0IETEUFIFN693L23LQEJJENLW7ZQZTM27769NQZ
234,7EBTA3G5SO4PP15F1I3EL1CJHQL565O4F2C768GRBY36GP0A99ZWS9539VNWC,2013-05-25,IB,1,YZD3KOYS3PZ3EBIYOSS7D39UN45KA9RZ7ZZ58G36PIJ9ST16ZUO3CL3TJPCX7
235,S3XZB0E8Q6VT8995GRHZJE03LFE3YZPLYJ2HB5U35FGADETJZG62M6LNXDN25,1991-05-17,EWFVEV9,3,C4BV0MBTR66GARLS643U4QC2LG8RE0XE676JGX79XJV7EBKH5KOBI8IZ7MBF0
236,713XOH0IUCIVZACBYWZ6ZP7IGIIL4PI7C0GWF0XVWK3G2BYWXCTUA4X67AF42,2019-02-07,VQ,1,SYC1V9ZGBSMVJCCWMNIHURD0J0QK62NP4ITA0GBAFRW6OEKH91AEUJSU9YEFG
237,1WQJ1UXL3GO3R732ZRIHNJU0ML7BMK9EI9TXERS9TNWQYF1DBD83CY4SHIBX4,1997-11-23,UKTTM6789,3,80I54O1LTK3DF8M1U291AD8DR34BDR5GL3VZ5A85B9MECVT08DC1S5KUG2FEV
238,8U9GUDI2AG4NTRCZ917UPABUZ6VXHYLNZOZG97JI5UBNYAJHOYK3MOUL38OQN,2015-04-22,SXU6,3,4M6KDYGIRCB19UGCHZR509HINQ4XOAPI0SRUSMSJZELCFAH07JUS6J1Z0ITDV
239,AM3XNBTW636IRLNZFH0TDIUKK2L8WNF5UPSCJ4X46OWQEF66RE0YB32K7NE0B,1995-02-09,RG60WM55,3,ETAU6CWI0FZF5IZBZQF2DYYRXKCE7M5P1P3C09JZNZ1ZMWHIBRH87T7LYO5TI
240,ITHQWKC4IO6GPWCN1OME5FKNYTXQGE8B9OXOMOSCC66LFSUC5N8GMXTRY679O,2004-09-20,3K,3,DU6PSBFHTGUQYJUMJF4IVVS2TPKTL71KCWWJV3HRO5RPHN2KB1O9CQUALIIRI
241,XPMH5GIYO2U0PMIA1O938AWOKWH8P6L5MXMNM44Q7EC3EUVS94N9HDM5YWCJ1,2003-04-05,H,1,YG7QXOKGY5AWUCUSEFTCMTB4GCFKQJ7BH5GNRIH3TBGYNXP4UMPAVX77P4THE
242,ESB157UC9VL8AGIJ1MI3M1AUP1FCZV8MF5M5GL3F6WA59S83D2DENS76Z8QH4,1990-10-15,D4FZDU0RYP,1,JD9GHVASLUXX39GK4M06T7L29KEBDD7ZOH6LROISC0V89BKHLFOS9I4W75XTW
243,QBQ6XNZWTHHH7STILOVEWBFPTSJBXWW8GTIT83TE7EGUCTGS0OQGL35I3J9BD,2004-09-04,V1,1,A235LQDD3ZXF68YTG24EXWYHGWUGCQ7CICJ0RD8FCLJ62GZT5C6P4IXDPXC3H
244,HVHXWSMRXHVALO7A43U40FFQ9S8AU7R4U9DPNQ5DNPGZEVA64SIS638EJ2CVQ,2013-06-08,1E0F,2,DPG3ZLOVA60OVSCYCZ1HDNI7PIHXII3BYEW933962CFM5KJ15SRNWK7AX34YA
245,K2T2C8OBHBNQJLSD4V9NOX64NKESMB535D1EB1RT3BHSCHWIP4F7DSI8OIZMH,1990-02-14,KEX,2,7L8WR9DE0XV09G5NYJNL60FDTJZEOPZDW4J7Q669CSERME0ORTVOMD58X6Z7A
246,N5T6BDPRHT0OGK52UONE7ICBJV1NT6CPKU6RUYTH50AUVIULUD7KIJHVO8M7R,2003-07-02,9YMKXCBLB,1,4452ILI7RIYI62CNNMERRKO39BDBB4C9DSSRKNI2MKFNBKEI7O02Y6Q5HD47O
247,8CVMPVF1FMR68XM5ED8S22LNRR8MLTS49PYEHSOFOLLAA2CXVKO6HDJNVN62X,2010-05-03,S97Q,1,ORI986KM388DFZ2VI5VPJYI1O0TGZF2OA775Q5H333WN8Z3JUX4SAUXNGB7C2
248,EAZE7YBOTVUXH7Y6PP795DK68WGZ6LFZOQ4E46HOM63MGMK0NTC7IY4DH9NVF,1999-11-15,NGG01Q,3,AMCPPGZC5RYWJ3SUKPS9KWX9JD4KSTH99NP93K913RYBMM2FI5R4YU5E724O7
249,OZH7MBNGZNN7JLQ9V0EA4A26RFYSGDW05EH713OHYCT1CHU23UCG6BD9KI24R,1997-12-18,KZUNGRVQTC,3,6QU14XZQ37CRE5X8VR4MPRYYMCD8NNPS2GBHXCRFFV4IYVCM23OE18PBZXN3X
250,VDCYGYTDXV08T490KN2ML4663VRYATRK7AS5E0IR0D2AM0R28BC162ZRCWMFJ,1993-01-09,X,2,FYJMV1ATMXEP68MBMI3ZRUUFX1FB6L5TB56II177KGUOKKGTBAKOFEYHKAHER
251,WLUUH4M6FZ2YS2MGBJAC8ZXBENMWZTI6EFPYFJRK0GB5MSIWXCO8U8LB0MDGA,1993-03-01,VAKH5GF2,1,82NXY6JSH3YTWBWJWLJD5B2G4QB2PFON8XO017PJ92KVXMMDOFRNLBE6XZKQG
252,SFK4WUABQEQA8YD4V06YWG0Z0QRF77WDBKGRO2N04S8H3QLTWIAF454FKVHM2,2015-11-29,N7TQLIS,2,YUJDDAQD4OEQZ9FI2B45TG3HPXEIM065X8JYVM75O13OIP2GM30CUH41UXIZ2
253,7HZ7HWW6RFDRP6GOI1JQBXWYVDUMSMLU4BJYNJE4T2ATMRXUTYZ2GMCBVG9HP,2010-01-19,9,2,U2Q9H0KZJGYU37LFMVN9B771MWIP7Y4BQCYM235A26X4NPXOVXF03JO9O16RH
254,K6URJ3RQUS3TZEDZ63OU5X3EY7SZD9E01L63Z3BE68IOFXW1I4OIEAPDWCV11,2000-11-29,3XM088,2,FRUIP6ECLE8N63R136KPJ69QRF905E3CYJ69RZ3FNWI4NZAN0O6QYN1HSWYPX
255,TOH61A9E4Y9O404FB1FRSS1JG330CY3UIWYTFAYJ69MJ12I38XAFMWZW185KX,1999-07-19,22U9,2,0OB5A38VLTC58Y52QQOY34HOI2XEBVF6SZXOEGI5I3DU94QQIZ3P6OXI69I7R
256,13LXH96JLQA14YV971GJQSOQVPLLI9N3PS5XUJ9U54TY9Q2OJMIIBHVK0CQJM,1998-11-04,B42O,2,V4NIX8EAJNCPGB3G2HME6R788KV7JU3HBKGMHZ2137WXRXCT4RQNNEJK27HJ6
257,CNRB6R1IRUXV742PLFWC6FIYUELBRV7DTKE7GNAVRSXZP9HBEPUB6XKXXJCZ2,1997-11-24,A9,2,MEM9H3XOILQ0LT4D5B8YRE5FSO23LMM38N544AQUWDKV6GAUA9OC67FLFFGHQ
258,0M7VJSQR9PFX18EM0TX8YE7DFEMGZH6LWODMO53CYRJXLRCIN9NHQQR8I3GLY,1991-03-06,CBOGAQ3DQW,3,8NBULA1ZIIDXPPL5X6E22E3YL84W0XARM8YZECBJYDMWRRQ2UA4GX4OJ6HK8T
259,9THEO3KTGV94DRWBDIJPOSZP5Y3SHY860TWV00LJS0BMT1HLTGANE75GRSCNE,2011-12-28,5O,1,BU6HPSPC3S3YPLDQRAHW9OVPD1GCKZ8FUZVNJ9LW76NYB735X1HQV1FPT0GQX
260,D3HN919NYFXCT5IJVYYHRF7DSP93NK1OJINVZAX7X63F73BV6I0BLIP871ZUL,2005-08-07,7PUK2KZP,3,KUZ7IHSXOD3NMGEGEDWD7IXEMSNDQZYYW90Y6A4SUB3615V9BLWQS076DQ83K
261,LPHXDHP8411JYQDHUN754ZX1JGDB22Q2BOECBSCUXBN9UWVTIKN4N6Z2DJ97N,2017-12-20,QRF1HF7WGX,1,RQQ874FC15U4MTMMWG39S8P4W1HH2W8VXJ7P5YWB588268UAFG0N96T9BO88Z
262,Y2BXPOK0TESF45OCZ5MEGXEVSR2FX0DKW95RWNCK6HJ7G923NTOMWS0B61DX1,2020-06-09,KH,3,1X2A5GVB5UQ0U04QCMUN2TOLX6JJE2EYB84KWSC1UT2ZPLS57EA8CST61NWHJ
263,C2EZM6SN66SMLMG3DXF6OBRA60VHUVYY7OUSDTR9B5DEF55OG8372PD6D6J1F,1990-10-14,RU1PODPTA,1,7UXCCTU2UG0CKH12LCG8W7W24ATS4PSHFYVSOQT5ABJ3VPH3TG6GVCOEF7OON
264,0UW76DAXKWTTSGKC6ESYOS79H3VXVTQAO3KIWVLW4SDG99WO71VJN0WTDOZD0,2018-03-30,L7D,3,K3PTI4N5TOIHL0HZV71HZTQD8DVUYY8G9MSPUZ6YLBL0R426NDT2JDML99HQ6
265,OOMQK2P47FQODUSIB05FQ863KZBXR2DLMXBXQL441OC8WRIOEDFW00UEPD5WZ,2004-11-16,AB,1,M2UCJLMYSGBLOTWB54CZBNVDE2JNEPU9RUJK33CXR53V2Q1S72ACLL4UW54VW
266,RTN071VE6Z6YRTITAEJ0IE7TJX7PL6FN7FRHUREMUMLN17AWM5MSCSFRO67HS,2018-07-10,QR3ER0M,2,0G7X6PFA9V0REK290NHW56B9608UGPUENIG1Z8HK5AXWTE2PJYBQMHDCSNVUQ
267,HXK4KRHFIEYYECAN7DKAIQRIDW3CQ60WBCX3S50QTI7BI795TYLMI3A943YVK,1997-08-13,H,3,S3M5472LCKNKFIRS5HZTDWTG8D0DOJC76XDBBJ8KAUVJ6Y7OWBPGQKCZVYRAI
268,MGSOSWLM77NJ053NQZFPEYV7TRXP9M3OS7RYNIT6REV8FB3H7KIGICSHHI9XG,2001-10-18,B3X4K2Z3G,2,JPR8KPP319MKF4AH6EOGZV0PALI5SAPS79DXUOOKED6SD4AEYY1NMIEQG024F
269,QWK6EG7C412LCQQA9O4MJJTTBZCYPBYDREN0H2QXQCCVZVTTWLAXPX3BDH8PA,1999-12-31,IKSQJ,1,568C9VBMKCXA4OP9FAXNKL39HOLWKE66AXE6KF94NE0B9M91F3RC1AM5Y0CHQ
270,C9D7XDB2TCJYUT39UDVSGRKXS7A7YLWN0IDSW0UJLZVJYMZW638GKUZIOUGDY,1991-10-20,FTW9SM,3,YXMT8KURCU8NT2YMT3667DZ1SDUCGCZS2BFZOE75C1NRQ1S8VR5Q8S9BXCNL8
271,0Q9UCI1NMZ009W6JWTL4OCE3DCJFCE9I8HVAVIVYDCYP2NHYHZV3E2EO4HLSN,2017-01-16,96MYBE7XH,1,U10JDQHDK37LG6E0HIQLL60DSPM7J5L9BJMG68LNKKATBS7P7GXE6BP5E87VC
272,AL87RM2I3WL60H4QT5S8CK8CXCK456JBEPLZ7OYCB7NIS0KI23GVHLYI4EKSS,1993-12-12,V,3,GDLCZSD0WAQTJFXP2FLMWRGL4EYHNNVZKB9ENL9Q23QX6NC8JA7UO5USWG35U
273,JJT394ZI4YWJAKOE873I5HJU0DGYMWDB4HES68DL66R506XXJSXX8GRJLLEZN,2009-04-19,X,3,QP2J215N5ZYGGBAWCDB0U1484U4Q1EDRS1YTEBDL87L5UK0V8NJ6OX0IMCH8K
274,1FQQRGOSY9H483X2JYIH2PDKB8I34WM8GTV8BUVF5CNQWO04CKU9CJPLAZ1I1,1998-12-27,43NRT,3,NJGADCH8ZUXZRCJ9O6MVMG1734QS6ZZQ629BC4X70EDE444JH84UUNL2YCDGJ
275,ZO70JZI26L02AIBR3418YMFQWZXP00N92KUOJ716JTOFQDZF5GMZFY8NSIYZ7,1990-07-26,YJF9MT1,2,1GHO0Y3N7RVYO10R5U64T8SFHFKYVBW404ORWXG3679M93JC601ADU4G16MKS
276,H34YI5FTGE88C2Y506PAQXUGFGL8GWKQ7HEKWSC1ZZA51JYBR688B3VW00VJX,1994-10-13,ODHA,2,IA6YP73WABJZBK9CWCFYLHOAY6FV1CCJGBABXO9IXL4IGBLTZWT9YD5LW77DP
277,K3S5J8GQMWNYGLDII5KV7F0NY8182YS0RI60VEW7BE3VVJZFS9LN0ZSQDE1GR,2007-06-19,IUSPC7,3,1KCCQFWX7HS5TS1KXBM22C8RLIRO3L7ZD3SYYAAHAY0T4O3XPPHUF7B66R18A
278,MRL8AOKXAQFPMIF4B7LSMAJUJWLK2PLHVV6A0WY9RMS5IQ761OBLWWLVA2ZL5,2019-08-10,L3N,2,QWT9P8ASTW77X8WM5CPKAC0QGNUA42HHQBQPG8M0Y1Y1L6FA1GKT52A2XTBMV
279,QJ3Z1MT05NRSAP9DA0HX95SGQP5VY88EK47BD5EI4VF64OOYNTGQUWPTW7WZI,1991-10-29,CG44T1RKH,2,1GFDOGEVGMZMHIJDRDP2NFDADUZ0AGA8A0LGKFQOBGNX0IC0GSMFZ6PI6TF93
280,PHNAME7I4YBNPF36ICCIVT1ZVKZUV6GMN9HS6GCD9Z5EUCK5VDDH5FHZL22VV,2001-11-20,CFQR,3,GEMCHXWHH4CIMIMT9XJZA3UWV38H593TAVY2YUD6U4VAUS29BIK8BAK5AC959
281,SA2IISS7273NECT47DROVWHVI1BYGJB95VS2RQS0DHL61AOOGC09MFYS78N20,2014-10-10,A,2,JZYYJ3BG5N28ULOAKWQELD2Q0MFR4YQIC9EKNGRBN5ZNN1E6RFO6TVKB7ZOKO
282,MFK10A0BJPONPQ6A3ZS7DTR1B1RXKHB8Y4JSO28BOKOD8FMXUB3RU6CUFFYKI,1996-07-13,7,3,IQ1LP3TCD6MKPQ7T5DP3DROL93BOS7P8KUS3K8DE9IJ2COMCS71FB0W7X9TGP
283,ERKMEIJEG3D8ORA39C1O2SJC7ZERSP1KXVXAJ1VPS3563C6TM1M0TE4V3W4IP,1993-12-08,74BWSPB85A,2,DG2IWKTC1Q0FCX331KLPWLEJMMAMYGKU5WJUTSSEDJ1PSLG3BLXSIK30T1UO4
284,B3KGM2A25ZB5KH11FQUT8JXOUF3LPE0SBDOID2DH57QFW4UHODWKC1VRG3ODU,2005-05-04,SSDJ7GAYJ,2,2NPG74B929C094U1E1DC14QSVAYGPZFDXFYWBH01ULWLO14BUTVBF87X53CWA
285,PPXOHYTUPOP7961E16IWHLQTPZ2OWMHT9URY1PVQ0J3RBZJT30DJS6N0BS8Q1,2014-01-26,FQG4ZYI36,2,R9ABH2GU8DHN95LWTW0YICPWG6MLFLGQ8S7C280XEZ6SD9W40XBMZZGK2WHL4
286,FHD4F7S78CXU1B389S40YRDC97633I7YOK194Z5PR3JFCJUQSXH4UO3IF3O4S,1990-08-06,I4,2,LB8SBQAWRD78CHHSMSF5BXZCP04V37XAS87TIELIHE9819EZA6XM3I2KCBCW3
287,ZNTTMK922JURH23V6TE3HDLSH5KKXSF3MIK5012YP0C40EZ1ZP4D7BEDKRV6H,2011-04-08,A02,3,0BGPXPZLL0CAB9O1UZKX6IQTNC3XLYEHQ9RBMHZZH0BKLLN9VUN3ZP73KJ6LP
288,31JCLXI90GG1PESU1VNMP2IR1B6OXVOXOZL6RCGQ3VCVVC3S0KQJI1CVBTSI2,2018-10-13,7,1,Q1QYZT0Q2GX999J1TJD9A0WTQ2KFTZORV55Y756PAIB8442GS5W4EEVX6OXH5
289,Q409W8TDK5FF70JIVKB677TDWFEPTOH9SDWZUI91D8QYRBL38H9O0DZ3M0VB7,2002-09-09,P3OI5WH91Y,3,IIWIC8UR4YCXM656EQXZQH9A4D3KTZQM4Y2W3GN1XY8HAS4GCPD7B5JKLVLCV
290,YVSQUAHZGKAGX737TSOC5VEZDEC4NULZHKE0HVLI6ULO0GDNPSDQLC7T1FB7V,2000-07-08,84,3,4RO4FJFBN4SKA8K25AMO2S0AAQANRH6DIF4WLFPH5WT4MMQUYEDDUZQY6VXT8
291,7DTCKODIJRPO8QRN84T0MKYJ9A5TGDIMBB47H4TXP70VRLUXSSJFAUXOT2DR9,1999-07-10,3Z4HJ,3,RAMML6BQ9S0BTL7TWMO4JQJC45AREG2NPP443M0YBOFZW8QM604GZ9WEHNOMC
292,4QKSG5ZVODQNAZTCSD5DJCN7IQWH4ROUIFVYWZCK3PAMHBHZZZDEAPQ36HY7J,2002-01-10,0YU,2,0TL0SW44PX1DRXCKHC5U1FAP6XCWMBWYH6B54U47ANG5V83RVXTUQVFNXGJDE
293,1HQTOC7WO5UISE3Z07P1234LH5ZOWLFL5QMIIN4F67U58N059R13PKJE453F2,2004-08-03,VS5H4E2,1,U9FX68XRUM4Z7AZMZO9YNF47Z3TF7NFLGPTZAP2MORDFW4CEQ7K2PYFQAZK2Z
294,4Y3JQBNS57ADSG0T1LJP4Q02LJD2FAWJS1THATEFWVOWQ9D4O8F87OBSA0RTH,2005-04-07,59B1AB,1,68B1EH467LJ71HTA4CPKHCNNXT1W8L1JNXEN91E55OAPOZTOF1MY8RZDN8MX7
295,UQFXTQZFISUO6739BP2D22DYV9T6N8FZJE64JH0IU50Q8GW7T7GEM3T0HG7ID,1990-11-28,IY21WDAY,3,A2KP3M8Z6N74N30JVJMIFSFIFCSIU3EOG5OPT92E3UWD255LKF5O4UJS6SB95
296,8CLNRR89CU24POXMAA7YD8WTTF1U7NSUBACHZXG2MS7DZ5BHER0IWWYFXFP1S,1990-01-09,KS3HQPZ,3,03MQHY3WDWG5U7AR09NRP889C0QMKHQPY8S5DQYLOLNGQGPD1SDBPRR4M124P
297,L83CTRCBNG71FWYERIBHYDU44W0R6ZKKO3F71QB2827S2AXSUGJOUGVCLY8VP,2012-04-30,GASDRL,1,JAYFRJCKFCTC2YOI2SXBKBBCDF0TKUU7GFAFSC7LGEV5974L4MD0C6UQHCZGH
298,RGANPW13GLAFN7G2564GISP5662PB5YTV2G3SPBJYOSR530DC203ID6DO16O0,2010-01-05,G9,2,NC2PQXN0NGG6EO9E509TMDN17RMIT5KZDPJZER4QC6M8D0BZVDM8R3WS17OC8
299,JBBK2EM0ZXGWGR0EIV585NH3ENEISVEV7HGDHR8ZV1KDUGFHNBTKG6S9BNF25,2019-03-01,17,3,SSQ9OQ3PNJS0886XXF0KC9S9ZDGOMQV8ZY9IP93C4RUGY4L5JUMWM88C440MG
