id,DT_CONCESSAO_INSCRICAO,DT_INICIO_EXERCICIO,SQ_ESTABELECIMENTO,SQ_INSCRICAO_ESTABELECIMENTO,NU_INSCRICAO_ESTADUAL,SQ_ATIVIDADE_ECONOMICA,SQ_VERSAO_TABELA_ATIVIDADES,SQ_NIVEL_ATIVIDADE_ECONOMICA,IN_PRINCIPAL,NU_ORDEM,CO_ATIVIDADE_ECONOMICA,NO_ATIVIDADE_ECONOMICA
112,1991-05-18,2003-02-06,688659621,984668366,69788758,382068389,205130545,813425767,5,2,B5PLJ9K,R4KPBTZFCIRT7IORACB79MKKEC53UQL3X8X29QQHNL7Q97OFYKHJFGB6DG1V0S7GBMS8PCOYYN6QWH46OL5OM4JNKWISRLBM21V2AP4OFEUHSPEBR6SJIV23IPOGP0EIEH2YZOZU6L64JN7KAG35GAYHKOOT7IO8Q7T5CHOGO9R5IFLI31Q3XAOVBNJYZDXJQD79D5GB
113,2018-05-05,2000-11-19,412620525,94872503,46806523,508379991,296591643,324240392,8,6,2TC59K8,WVI3TLV2RGQEQZI1LY11G04NCAXQB1QFUF3W14MIHISYTZ7CCTZXKTSQJ4BZMUH9GLB27CXQYX52OLM6XDL8XFZRFE5UW0NKUDYKN1IYUHUCOLW9YE0777OMXDQ5R88CHDI19GLI9J9AGUN1REWGVQ9OE5SS5JCK8BJO6MOUR0CMDI4JPBYWE3SKGEJG2MSJ9AWU6M78
114,2019-12-15,1994-05-06,220989396,663211892,64063389,689281500,213036373,704816832,6,1,1JDG8O2,DNX7HOH9ZA27LYU54373QCTO7YDWC7FISCHK6QIIEZBHIHLXJMZMGJVI22TEDUM2BLTJRKX2N1Z1E788PELGREAQ3QTRVYLCTD7E5O2CA8IX546AKSR2H3E6BUL2YDU18V49PNWQ0EAFJYM3E9US737NXZIVMNJD9D4OC3N2L34UHKVV4TN9XCQM9UPL05UJ41EO42I6
115,1990-04-03,2008-08-19,968991285,275438978,96989200,678219811,832855740,532264513,4,4,DSMH1H0,4QP5QOAPRJISEEGPYHIH56MQLLFI9QU94HH4ACU64KOY6OPTE4V94C7JKAA9PHL33YS7JHJD7A8P7XYCQBDNAJ94179BNEJQUIHKA941PUI941ZB2246NYMUQV28VRRH84BKV16FS100RKE6L9Z1BYWGTDTT492XHCTBE5AJ26TKT2ISDWGQEDI452KCV7449A6KRJ9U
116,1998-03-27,1990-01-16,776060094,576358439,21632924,515833454,354482087,715892388,5,1,7MLYZMC,A5AXCTX41ORAHCP8U7D7W44L54EINJV2EAULK2920VBTUJM1VBM88FFGL8HTFH85U2NQP0HE025BFXARZZVAZL5AOU0KF6MOKNNJHMJ31E6VBHFG8DQKTMKCXMANDY2Y00RV459WE8PMRXD79Y5I75DQH4CPUQKXZVYU9TYKEIG7XBRQFUEZQ0OMP5SB671USZ4OFN7O
117,2020-01-01,2017-05-05,830930963,89563795,26609304,616687202,913795198,540528129,9,5,17XL9RL,6QN4H2CGCKIPNBLR1SK599P85Z8CDNFSM38NLBB3905SRKZIGPFDSVQSB5MZHOXIZE33RMDU2F9XDH3UFA2A4WA6KDVRDQZXQ0MJ65ZG954UNOZIJD058K4FUV83RW4C7JXWBDDFA8T6WI037HA5J6U05IY0CHPLTNWY7CCBNI3FWRR11UGUWIF5T4WQN2RO5Z8MA418
118,2010-06-16,2020-01-10,718509032,644518868,64504644,134876865,267574906,532764972,1,9,840WUQ2,JFLPVP5RVSNB2V0FQGC9WE2MBPBF0KQDX6T44FPTKBCDYJN75K80H3OPF32ZZT8C1G1FNVSWFHJMYM9ZN0CRDQS6YMF8LYIFRDZMS9OMOB41OBUBLC29D0X8LLTWYM6R5E6187ATH5OP6PXIFUYEMGCFODZGTYVLIH0V3WQ5KSMBIMS9Z245BT0ICIV2JA9Y2HAFNMEP
119,2005-09-24,1996-08-24,545484447,931671304,33358651,452563416,646115510,179307760,1,8,TIDU7NT,Z0NI5SUHQMQBEZ88ZOJI2WP5931KJVE46XJ54C9DQ9FFB9195USYFGCQM73YDEOYW0A1QYF6SKBINH3JPWO3BSYT2Z00W8TNO4UTUI96L09YSIERU6YQ3ZIC317PYXI7VQUE6I25MQWKKSRAAF2U8Q3FFUV7HTQZNHCRYBVW6MEXZGBBI7SMPC9O5R7A7LJBQ6UDU7TB
120,2011-10-26,2006-06-16,279498602,528658315,18762376,90750805,181224461,794975092,7,5,YM1AMVG,X8WR3QTI7O7GAJ8BX3ROLVF8K9YI7AV3V8BD1FOUTTTY5QNYE2YZFU6Q5283XUCY4ZX4S945SFGGPSRUER10C9558RUOFIZUENQ503UFX33RGZSLE663EVOLGHMMPQ4K6G263T7ON1LOV4E5XA3GSNLGK1XYK6O8MQJT7YAQNNJAQRY57TFTAZGFT12ITPS2ZOH93A15
121,2015-05-03,2017-03-02,693240697,343497919,61494057,693453539,105150785,618573920,6,5,9BR3C0H,A8FZ7OHLR1KFWCT1TUA5WU2VLFAXV8RGMUFBPLQ4EO71G50APELIHAMKK0E0OP3PZDFMK6GJ7Z3AU3F7VMZFR101PXVTI4CF8QRLG8M5SF4ZVNRQ8RXUCFRILXCC82PC06K9QHWNBPT3S9EYF9SHSU5Y3GC1A9HOWIIGKZPEJEVD4W4N4KYRMKBOZJVEJMWYUV3MXFNV
122,1999-01-24,1991-01-25,898284567,360140511,8948748,679083975,530894035,185304203,3,1,1QIJ7OU,JE4AEJ7HHC4T6M4Q51WCPY9CTWDPH43UC427NXCOLGXIMQO272EM6VCZPAHQIE3JVZEYLK2IASPJB9EJK0544UWTANXHQKSSRCSREBY7ZMSFTPGEWGG8OV3TKAOO3116OKWBJ2Z690CP8WVPMFI08FW0DOO5QZWQ2DQFCBBHUF14N6L2TL2BFW3WDUB4S9Y9PU2FXAQL
123,1997-07-29,1991-06-11,576706933,735179996,25051975,164773059,780783797,682877677,2,4,61UG56Z,YO9S0SODPKMB0TM7IAR65VT4YYNN1F1T8NOQZO2W0U9YYRHW1L6DRHBQKCF3C9L7HUW8H6AC96ML78W1W7AFBHVRZ3IGZLEMEUI2C5JKD6B61ZDFEV75GYFG1QU4M6518HP6C67V85XP533NLD1G5OSH2XWY1WW3U6HSA68FF4JL96S6CY11XEZB3FUSBC4DEN74RSY3
124,1998-02-06,2016-12-17,510818586,263078849,70186347,117317559,116986555,249539857,6,2,1MHMCYP,E3EGOKXV08JSL8PG4065GPMVCCEIWHLODRZHHI2PAS3Z5NMVFHBYGHLP3LX7IAEL0QV0ZE49Q3K9PAYTQZIC820A4NIYUOWYQ9KRRMRC4ULBJSCOHL4GHWLEVSUG7S3COYG111WQWYAHN6KNJHPIKUPE093WOR4Y3EFPH1TNL456MVEPBRD1773PHBKQCIS5XOB0P27W
125,2010-08-19,2013-04-05,263098731,163020140,35845461,355635031,21178554,878092544,2,1,AP95X15,7EKVCEU4C6VAL5SUIVML8SGAOWWJ38UZSMH1DD6HVUDPNSPLINHZMJ7TPFPJAVSH6AYUQ35W3DZJAYNEAYQP8TCPXRLURTAJOH1Q4OSLNWAUOK10RVATR2SZDNVE5EZP5BTXBHSZIXZBE5UJLVSBXDIXCMOZCBH5JYA27JEQNNRRFWVS308W3IFMVJG2490LM8WKKHKD
126,1991-01-01,2012-05-09,129950462,819324423,83553293,81249497,110811469,334352492,1,6,MCO0PYM,M2Z51DCKZWXZH7MBAZ7LCMGSD22KPEVFPXDW75Q9OKOOYND47OA4UJUCPX0AXCPXINUURLVJYKWF1Y4VPYBFHC2GOZIJVT53453Z9A20ZN2KHZYXTBUZB06JHUMHG1VCE301P7GJGKIXJYYACQ9ZRRL5TZSGE3QLE1JZMXR6RMRCA4IETXPMEZAG0AATI03TXB44WLSW
127,1998-03-13,2001-01-03,846118644,254503059,68218008,799731950,730491398,583159782,8,6,LWQA12W,DTAVN14IG563BA7WWMR0ZWUAGLKJR0HNSF9UC0ILNHFTK2Y308UZ3OXNLXGKD2TGE1ZUEVMOSG5J85YVQ93VDTYSY0HL7JWM3L2TU3UGKUH8LGILJLD5FKJ3VCZOWEE242YDCIMXJE34654425H5SCPCFWDE1HHN9W8HGWABP0OFL7DHDKFUBOB1CJC1RG0KIXQB2QHU
128,2011-06-12,2007-06-11,788000420,517915033,4894463,410868782,395183274,191905747,1,8,UOE6MWA,TX55E6OODPHY7JATQCJSM21BCHVI1XCOKW8K438BML6KCU0PKHJ8FVOPOUV03MD6OQ3EYBFWW2FT94ISSZSA4AB2HIGEVSI8P9US3UZCC4W4U8WZVHANFLGG7H2ZRM0Y93G8WN7TZIYQTCHOCSLHGUKVBBAYBHP17Q9H8H93KU1YIL963YVGMO0CLXU2FOW273TCRHMC
129,2004-04-25,1995-08-29,447940486,459371741,23115720,675118362,268064789,515419048,9,8,KUQVZI5,7MJ76NHTCGB1ZJRAIMKRQ984LC48EG2N6Z6WRNBFTE6FTOG9HNMATTHZ4DQT6JSE612NOZWF6778N89YBTO0DYAUIP419M8PE515RK7194NZKLJ8UI4OL0BX2VZ7N953U2TBFBJAHCKHOVKEY1ENB89RN1KXH6891EL5ST7IEG8JF2F1M3LHQS118RVDVUF07EWS501B
130,1998-05-31,2019-03-28,854880647,463012501,10475177,353464434,110282059,544786432,2,1,QYHJ3SB,YYM1I55WNAQUU9LDAW0YFYOP2ZZ4MLNPJUEYY52GPMXUMN60CQWKBWDNDC73MCUTE7GN389YQPDNNFQQDM517EU7289LBGW499UCYIQF25613TMR74LV8VUBLHIKVL2LBGVH3FWIUOA5W4NVJBQIJZ9EBDVFYMTKPQL0YAE68VAWJXAT6KGXURWN2JQ88Q3M0DKFQG2V
131,2005-03-05,1997-11-19,587479055,269195052,84365349,90971837,19850764,713381345,7,2,MZTNCFW,WY06NJW6O6U8NVFZICYU25APSC1BUUF2ERH9LWI9IABMDYTOPI2P0K6ZWIMLSSXVV9B8ETCOI9GZG6C1XWPT7V3C48595PKP4I8G7G2PNIZZ5RTJ2WS99X02KM37XD17PEGB9B946P65Z3K4P07XNCT3L6N127MWXXHX67JAJ26O8MXB4VSZP4IBWNGUI5GW2XKI3T3Z
132,2014-08-18,1995-01-01,748449693,687963946,3692370,940642374,882782602,223365144,6,8,EN2GKA6,0DGQE0PSTB399RJAYDLY0Z5QPNSUAXPDRC1L0Q0OK25UFCLDKQ2R81YJ0OLW8BYJSR6C4E6ABITQZ8AHGAQF6MZH0TIX93V8IDR83F5XYCLNN0S5HMQ37W4ESSK2DWEC8D10084OUWYIXAZ0Q2DRBAQZOZEYFPHX9HLWAIU7RSPIJ7QDOBUBE6OQKHUDBTSE126Z5K5G
133,2000-11-25,1996-09-10,412120407,256098817,69772822,123764977,416365725,188638236,4,8,XQV44VJ,5NT30ACL766CYCWLFP5F42BDCG2B28FFA6V377REQ0ONCXT3RPLD8S46IFRCL7YGBEDTFZYNGM1OFDMVL7Y2JPVH8VXA9P2CXK050V8K4H5ESQAS525BNOWBIEYQ6BTW129XUPFEOEUID90YLQQBSO89K6H7LJAVWR5PE3OGIM5OJ2J4ITKE6FMWF5LXCEWV4LE34HDZ
134,2011-03-26,2010-08-03,198497913,948996195,98783096,513762560,162743878,419937405,0,2,HQRGCZA,2HP6823BBKWEO423266Z7M2B8S78NHPJ2S6OY1GGI14WQYY0DN3UNSA0ODOPLJFROJE4AW0MA2F3EY9G5CQI8ANK7WX8CT0PBRN0DHIXAY8YS20BUPJHW73GQ9NB6U7UK4N0OR0QNQ491YGNIHGUD4MKRCCS0HV60HJ0XX5WYX912EQRW53VX6IBQWDS35N4T7TKG5DD
135,2003-09-03,2002-02-02,885650870,214925532,59203360,367567801,650431945,157056242,8,2,K66141V,VSDB6LKUTKBTIZ0SKZ7MBD0ILS12U8Q55BIF32VSX5QPHPNSYIOFX9GFZLBJYPZBDVCGUACGK94UYDI5S941BXNJ30I5FWYDJK8IB23W1Z146LVEF9FMAU3LL7P8VSGUEVQ3QSHZ1GMESK8BH6OGKJTUTCXI4KNTSM3M7IP5KZ46YR9T7FBPBS6CD1JFLMZ3G01SZI5A
136,2019-08-23,2009-06-22,540620071,814880578,6606502,123988512,344544227,497610460,5,4,TQPAZAU,6DNYVJD2CW0O2LXWEHRAVXJ79WYFXCPTQOP4HA9SACYNCJXL0EHIR6RDBZGKMEI95RVFX7CO6YNY6NZV6D7K9061BBOW3YD5VNC4D0BAAZE58UT6CY3H55A06MDYM8X2M8EBYW2VGLELDHOY1TNGHF4WCN6RCV9395WE4KH3Q5RFISEMJWG0744EUMSFIP19P6Z18SXN
137,2019-06-13,2011-06-13,971054673,714359806,89342264,317217644,224711130,545220957,2,1,CBLY7EK,SPJ5C92QETBLSTT4VKD6QZWXVFUITJGK5HRNLMYUBT8WHPKF1J2WWDRWXFJWHE57NQ4XTSOK7ZV4BRUCBY5Q3UW9L838LIB4WLTLS0U708V2XY06498ZY7RYFZYR6ZUBX4EVGF2E0UW66HMEL73EQ0KOF7Y9UKN9VMEUH8S5WHTA6EKYXTZHJ71B96JTW5W3F3F1TLNJ
138,2010-07-17,2002-06-02,882041359,562664859,36392360,446273663,660615516,733779455,9,3,WGVWF2Z,B1X1YY3T3M1IZWEMYJAWC1E8DZ16YMW86AL4SFYXP46I3NLJH9T9O0ZRMKD84T1YWJDRXQ1UUNA2YG84RVJIDN0ULBI1ZI3TUNA5K48Q3OMUS3AFA22GUZNBQ2JRMJ83VX7133U946DSC4TZ5BJMX2TY3Z6EA1HQ0Z8HAOV61SNJLU4ZVG71HIQYWZRUYZ6HIZPJJ5F6
139,1994-12-06,2008-10-06,395345836,538438267,6271959,190617065,295107990,777597033,1,7,ZJEYALV,OGPW6T7LGOI85SS4OSVGUCG1Y98M01MX9FVINN3TE4PN7BODXSRFXVFCFR5QQ0FARQMM0BO4712NQ0BIDSO7GR7IO0Q5L710I7GDBVFZS8LFORJG43TVY80OW5VJJZ7ZD9A0VULB4EC9OP7OGTOBTLTY919ZOR3V15FKMVPIZBRWG6T92J8LTDBCZ7TPU9MQDRJ2WN05
140,2010-09-08,1993-06-20,366041426,232126519,16408090,736753113,67648069,485228354,0,3,6DWYMNV,K6AZIFKVXN4MK0U2R36G9PCBSDJOJHUWOQK3P8WT7JYWE0R5L2FETV88ED5E0BG8M7JZOTUM9LVHPBDQKAX8IIU51SJSXO7226CFL72TZA9FDEAUKLPYYLUL8ASWLZV19LM0NES0VTC9Z8BKR1JF2IBZ87TXGB9EYQL9STUB9NZX1EZDLJM29NNEFIR1QAWWEIG2TX77
141,1994-05-27,2006-12-28,43369278,53050977,93846300,782503830,169967142,925616510,8,1,3WJOSPG,Y196WEA1DL7BQP40FIICJLUEXH4LOK1LPNTFD0YXQYW2DQYHJU053XBRHNWS9FK4BJ27MGIYJKGRSETMHM9Q1BLCABDM99P1NTUFX2UME8A5EKQH8Z7OGVPZF6YD6VCIAN3P1BIDNIOAL0FCSEQ1ZH1YR3ORP2P0HNFTIFRM9VBZ3TDXX5KQ6KAW2VA829D5VTQYWH3H
142,1991-10-14,2002-11-25,736479407,282238240,87255578,598927853,930652437,302021522,6,2,58S0ARG,SG0G6T5CZCO6OTMZWKRD2VQ4FNNOVXN6FEJA2S5IFUHDHOVQXKF4UGQKFOAWYLSBHQ2ZHBTTY7JVFXC4ULDHGXL17INPDA48NO6Y6DGAENSQL59PQUXSOMJLQYS8GB505Y5VU5SWYX14BA72WHDYJ5V4535MNF5FZVUDE6SEF7CDCJX6OB96P72A0A7ARH50DQTTU707
143,1991-05-26,1999-10-09,371470789,441485159,47793832,407520657,840097105,662167097,6,3,OP1BCQ3,4P2T7R78Q5LSQEH8RB7B16J56L5MUSDTGAJEH1ZZXX0RTI83WDMK4OPJFJ24UM1PS24SM6VFM45QPSZ7YOMH1VL6M686A24V7NDG8BKUX7UVC5S8OOJY78APTG8HXYVXOPN5W2VPORJU77967394JQASCY583WLLESL2XROL4POF3C3966OP3EUE0B4RNVNCTVN8WITR
144,2004-05-20,2009-12-19,393843595,267792946,40637567,526335549,651788935,182573505,7,6,P0HZZXR,BPHLBVJS65BKS6E55PXFSPDG3QJJNDV9OJ8KT888T7C18N9GGOJFFW0P3ZMXOOP6CJT1ZQV3M47ZGMNTGSFUUBRHK4367IUXMRKLTUUM0RPC4MX2ZH5MGCWCMHV8IOBH94PDTI42F3YHPG0QAP20LJVC8IAV1DKZN7J3BTTIF6AW7Y0L3Y39X83I0Y124GWG53NBA9XX
145,1994-11-12,2017-03-18,640384844,439205835,71432863,962496295,721512315,827877261,9,3,9CMFPFH,Q2RX46LQWA0OBVZNMEZF3UX7NDGP6G8STPGPZ8FFH0650HBY4CESU5N9VLF1U1SPBJ452D6COP3FRHE00J19CU5WGRSV2QD45UE6RD7FV08ZAATABN14EO6U9FSB6LEKJU789CUWOT6MADFF96DC70DI2LRIIE0J4EZQ8SBSEB51IAFQQ8OBWUAC951MKDQ10PPRDFIJ
146,2010-05-30,2006-05-10,85054886,902513440,91177362,249862214,264022275,538017929,5,2,ZO56UY1,227FCHEQ1I8X81FT5DPZI8AGJ98GTQB5SZB16WTD634U8EA17291YY9YL04BKVJB4RVDLBS27FG8LDVQVCZ0QVCW1AG5IWUS7R1Q6BM8H0T96U4ISSVM1U1U5BQWO9R3F8I93RWHPLRYH1DG7TUQMEH7B4U3NC4C5ADKBE4UR0V6BH03O8E252D1X3YRWUXND06FZE9W
147,2015-08-08,2007-11-18,436281642,115871446,69168053,706968548,362536628,668732187,8,9,HQYBVBR,XJ0DKSTBDISQ45C3KXDQR6U1BFWLIVMOWLTXHSVTSFS23WAJT8MFWKEI8UZYWZUQSZR8HZM9IRCRVCHWPUKUO4RZPPBT4Y4XDOHW74U3IFHVYXV6LQNGCQ5G8XPUQGN0K2EVUC0QYDYACJXKIC5XF1MJAXA0ZPASMYDN0D29ZSMGFHMVLKT2PKBA0YYYW7AASABTRRQG
148,1995-08-02,1991-05-04,876769059,627319,20198823,680101919,555236105,843848896,4,7,VOVTD1L,AJNVB39SK4K3QI2R2L19T5QNXWMRLM63QFX65GHSTN0NHHPHGDAVNA32KBD6ZNE4WTWJI1SZ654YBIFWWIQ4JHGMVJ175WDZ8E7U5DN7M1EVRMQI4AAAM89DYPVZ81BNNQ25KO1J1IROI03M8R5JO8ZN6Y6XD4Y02T8W9PIH33IE4R1YEEXLZFQVTZ0DBV9HAKY0HHPF
149,2014-08-16,2016-11-19,127752614,253932243,90565949,834393258,212669857,611936903,1,7,8SLQEF2,72RERBDPYDVAC0HG9K10DG8OV06JFL4BV2GH1QVZPY3X8UYU0FC6F0C2KEHG9Y9Q45U4K4Q53QLMADJ52VE7O2214OZ2I7R9SPKN2H1VH2O7OHZKKLCUA6NX4KKGFD58E8XIQJTBZMUINW1MQ4JVU68WLFVAMZ0R20ZRJM9QHR8GUD7KJBWR5RQFN0FJE0OJ99UIBIG8
150,2012-02-25,2002-06-17,468357323,84486524,50435405,801492146,553671840,429163958,3,1,0Y7E3KZ,FXGBBF743YPJYGB3L273B7GVKKT7ALB86RSDBGGT666X16UP30C05E39JTG9FSLZ9ZWCWAUSAX25IY7GU2YG7PH5WYWLD34NZDOWQB9WDSVX3SJTXMKR9GLG4H5NP6PBFC0QNWXGLNPPHRX5V86D9BUC5DAK4U0OGKEKM5ZXTEAO0VXX93MKW3HUFCADS2MP8AXK05QL
151,2009-01-07,1995-03-12,437437699,528940257,12767067,336609773,999931172,227491793,8,7,NGMH1WW,7SC59BWBHP8SLFKCU7XG5ZNRV4AP20YO4T49NLUQHBKNKXG825OFFWL78X1EUGH6QL475KQ9NOTENXC35REGI7XXLOPYWY8GLO9AKSAILW14AKMJLC60SFUFAKYJ54RIFMCGRX5DOAMZXZXBYB9FWYTE8XMVM5D7S0KU0A6P76BP4T27SKQVB55S9W4DF87AWR3UMARI
152,2014-06-18,2020-11-23,783041061,490637246,53051556,182245609,975063030,356042833,7,1,ZVCZ2Q7,B8WG3KPPMZLQNSND6R8Z7U2QJCZ61BS08NC5B5CNEKFMAY1B6Z3VPD2N6PTNK0EQ0OIWES1G7OFJ9S64LCIKY5EIR18XWWPWVIWEJQSWNVH0PDKSDB1WUX60TI293Q5FMR3MTHAO7ZSWLS0WROVTI647KEEQ1UWJ4MPCCT8GNDZJLTV2ELE7QEQSOFWDKYSO7PGUUF4W
153,2015-05-27,1993-04-21,223060059,392156630,72155006,886271916,629216197,692463452,6,7,4ZRL4LH,GHWB47OP39T6GKU3KYMUH6FACXZC8DAPA0NGHNEDDHMRB89K0EQQL3TH2LJ58P0PXO5K7HQ7UI527F33F5K4N98ZXHAPLRIUX1BWHS1KIPB0WIDRZM7BHKH8UGUVN07IMBPC87CUUHPI5WF8CEPYGKUHSK3G6RUQZ8HN2CKO7Q8F2212H8TMU0BKX4LODU9EJURNO97C
154,2004-02-17,1998-01-13,12163959,382628486,69512202,4752209,956256436,250338990,1,7,ZI6RU6X,D82182PBAL4HNRF11FTJEW4ZNMZOKV6NBC4GPWQ5HGO5N1Q8SK16FC1GT2THMJQHE6UG2YCSIDJHJW098VL731VDXLJAIN7UVKGGJRENAYIFS7HGXIKXO7OF8VBWQGWXG9T6NGZUIXY6IVUHR1KQSB3ER9WJMR84N3GWS0FYTPTY1GCOAD4TG3ZXEBHBO9I2N8HUTHC1
155,2001-03-30,1991-05-26,367162496,819287253,657813,541586898,147862008,3510879,3,2,U8KMMDM,QCJ7VLPBK9O2WRKD7QL0U6UFOYCE3QQ25OBKCL5DAIB6ZXIQ1LVU6SRNWAVCIV70SRCUGLFOFSBGFWKYGAKF2H77YHXK09TC861HYFXWSD4DNYXZAW0KHMDXJP2V3Q7O9MWCMXPHIIV914P4PNJ3XF667CAVHJ1DLXCMIEEJUW1TVKRU6GXTBFMPNBUAK2K65QO5QJTD
156,2000-02-17,2002-10-09,759233646,436098118,38865881,823986306,96190134,305693290,5,2,A07TQJM,Q0DFOJ2OQC30Z64ST6FQMXFXVCH58WZC067PV54J0ELSDHTOZKXJU9EVPELSRY8N8TFU7JKF28XQAUBFR7KDA3C8HTGXRTN1MFNNU0BY92NV7RGUCSREF9RRB915GJ6ARQ1FRZ4C10XZQPFA5ETEF8SE01Z6HNL88766NHGNW7GXZA6VGXKHRD9TQ2SDXP4XGQVQHOU6
157,1998-10-16,2015-03-25,140921758,38430517,58867882,853654611,329619004,197513750,5,9,06CLHEG,5AZM06IBX22QWCIYVWOXJ4Q4DQTEMWRSPMEFU4L7LRVQMO3ETBZ21WONJ89E7U220WH3LP2PZWBF5WLCIAU8NQE01ZNEMGKPUN9W2Y2BZSG3MXKJZODS470Y5QB5EKUQKA6LIFWP0O1PJ0DT7WTYCVU2ZXKQ16GZSALIBZOG074OWI4YDPMRRH5LHH414MWL1U47DSNX
158,2007-05-10,1999-07-14,456970171,811045998,47402499,216578182,7698304,563786525,1,6,9PHO7I0,704K384EJD5U29AYL6CIW89JQXTFQ6DGKEPBY3R1Y7S9A8XO4L5Z99MYH0Q0R6W4VXA4U40APHA1VVXQRV4W0CSF8KZGVDLYISEJY6GXGPQUG0SUA7ZWARB412TX1V2UCWW5P4UYQY2AVIVOEVIGHSK9QX88E1V3UB5EHHH5SMWP1NEL3QW1BZJ3OUP4PBAVNG9JUM7B
159,1995-04-19,2017-01-03,968707622,415689502,24451696,391687350,430876948,185852349,2,9,ID4SI5D,0Z5YDMZ6JCPCECJH43IDISKIDS30U9DD53DQ1YPWMAOIW3K2JNCUE2N7QA5OXSTQ3PEUW476NDEU0X1A1XQFYE3CVGCE4HKVZV1YGDJRAWBA3BUA2CRL71WV5NATO9IV6VVBCL948NY3BLOA8WDPBJ5VZF2RWHT2BWO0EI7L6VYYQH28VGBNG41RBUU48PHLODQ4P64Z
160,1996-11-27,2007-05-20,263804081,602193174,56252276,988408444,94029045,394480516,6,9,880E4FP,7MKVQPC6EU36YG8DRG0730EEGDIYA1EH02WLAFMHHX5EER626665O08SXZDKCV0AGNFLZPFMYJU9QOU9M8CF9JAPWDJI8HZUEA5HSQX5BN5I5D883QFO72Q5NF44VFRK6AR2KZFAYLU0JA0B5OS3VA682LLVCYAAXZSAFYCB1ZR9HFVJT71U2P07NP1PEEZQFCX5DLRG
161,2019-05-03,1993-10-13,650988298,357792649,44226239,763020979,717335230,871394111,5,7,E8RQF8C,5Z9A21BFPLD8OCJ4DDJGXZQ3F1P251R75VOYU3FDJ8PCESP5LNXUQDFEPW55IL61652IDPNL6B4NCAQYVEDZNZTW560MGHATOTM99HXFNJ8MOVIC0J8A65NYMK74M012SJ4RQDXUZZU5BZUK2CLP9EJ8PS3V745N2TU9759TNJULQ6RXP66GNSM9NGW20F90KRSDIT4N
162,2006-12-09,2000-08-04,41532597,441470930,57157883,587671752,855184189,84024683,5,4,ADL0Z2X,LLKEG7FXH9H9NT2XMT63MZDT80FZWAAA8M0D1JBOU1W2KYKB0MX0KDGLS79BASPNCIMXDTFLWMCI93I8FRDMC1F2R5DZJOLMILY6IORV6Q7E153CUS4626B074U2AYWT74UFX342IL4NB3ZSZ8N2DIOVI18PFVFV8UH1GY8UO2FS6YD0ACFFN1JK0GD20CLPRBNO78CN
163,1996-09-20,1991-02-09,547925191,16488795,61783393,350086773,682227567,777256098,0,7,WT7EDLW,M7YEJHVYSYORFYTNF9R5H9S1Q147W9QDBHYE66CZHTA1NJKWH67CLWMYAQH8N34CYWH7PUR8ZE0Z6G1H8ATXI6E2AI9PNGUA0Z7JH11M4BH9IJ1AW9OP23PCGTGBGNMD4Z4V039X09PZJXZSQBQQRSSM3K6LBJX1V53Z83GP23H9AR00EPXMZGA11CM9ZHR2H2OVXL8X
164,2000-03-21,2011-08-15,757833375,796088180,25892783,336667885,763583098,363234439,7,1,S1V36OA,LN4LOMN10YPI33TF48ZKPHG8B8B72K4NREURTBHF2GOCC54166C1ERYTPNWWVLAP2SRNA9LTCRNBUBLTPTIHQXRM7IFN6F56A58HQXMYU2J04BIQKU6NP21POJTFMKY7F3APTJIV71ZK1IVCGVSJL7KOXHKUGRUTYIOPX8LAVEDK9NY4UXAFEVWGNJ2Q2YDGKW3DI8MG
165,2011-06-15,2009-11-16,96567612,622600182,78879882,96328453,788371401,431678412,9,5,C8VJW3B,61IITT0LTY12XBYF1NJSTKA2FWZOR84D2FHWF6FR1E63I2RD0MSR5KFZ5VEMYRLDT0B1AG1XQXG323L3EJ891EQ0TZ6RTG4AO73DQTBJTGSR15REFPTSQ71LDCFP74E6TMJK94E5EGI85BH0POYOU7KQI78USBPSAULWFH4IM4XWZRTVBCXYSXZM54PUCKA7BYVWNMPX
166,2018-07-23,1993-03-10,56081120,140384113,66641503,150622091,757365529,476582723,3,1,VT31FVA,IM8F3LPMOX5EK9XNUTLG6KR8VRE07PADZX3D79328SVPASJ4AL439HQTKF3OBRI4IFU5DKJJNKIBBRJ6XTQYWXFQA0MHXNG4671FWNZRYICNPWPGH1P3MT3467J8Y8K6PVTJNNM6KQ9Z63LPBNJGTBI3F5DR9TPQBY0PVB6QYLTGUP4U4RYP9L34UBARRLI53FWHUP0B
167,2014-02-10,2006-07-27,575030317,487190572,90310106,823846036,721678789,476895976,6,4,KX6DUCL,CG58OC2R847D92JFPTZDHAYRJ3ENV3KKHGMUWJ8NA8GZ0K8CF420K1LH3D0BW2ODNT0TLQ452FS9M8KB0JE7U8L0RDWYDWS4I2O33B6SR8W7FSG62HMABZOF27VGAMJPHCVX01N2XR9CQERFPF5SDUAYIOZSTXVWYWKKQMADLTM6G830JDB12TSZR1SR3RN7GRB56LX5
